company_name,phone_number,city,category,subcategory,description,detail_url
ALSHRIQI FOR SAFETY TOOLS COMPANY,966-11-2920042,Riaydh,"Automation, control","Warning, surveillance, fire","Specialized in selling, supplying, installing, operating and maintaining fire extinguishing systems, fire alarms, gas fire extinguishing systems, selling road safety equipment and occupational safety ...",https://www.findsaudi.com/en/CatView/566/5200/ALSHRIQI_FOR_SAFETY_TOOLS_COMPANY.aspx
top systym,966-11-8127754,Riaydh,"Automation, control","Warning, surveillance, fire","167/5000
muasisih qumah alainzimuh muasisih mutakhasisuh fa tasnie jmye 'anwae midakhkhat alhariq saynaa ksb almanaa wjrandfws waytalaa jmye alainwae kahraba jawkaa
wathalathih kahraba wajuakaa wadi...",https://www.findsaudi.com/en/CatView/566/5118/top_systym.aspx
ASSAS Protection,966-59-8757126,Dammam,"Automation, control","Warning, surveillance, fire",خدمات الحماية الاكترونية وأنظمة الأمن والتحكم الذكي ذات مستوى عالي من الحرفية والاتقان والجودة لتحقيق أعلى مستوى من الحماية والأمن كاميرات المراقبة الامنية البوابات الالكترونية أجهزة البصمة أنظمة الان...,https://www.findsaudi.com/en/CatView/566/5122/ASSAS_Protection.aspx
Alherafion Est. for Security & Safety Systems,966-12-6012544,Jadda,"Automation, control","Warning, surveillance, fire","Specialized in supplying, installing & maintaining all security & safety systems. We have a distinguished team of engineers & technicians with experience & high efficiency. We guarantee you quality & ...",https://www.findsaudi.com/en/CatView/566/5120/Alherafion_Est_for_Security_Safety_Systems.aspx
NAFFCO,966-11-2824444,Riaydh,"Automation, control","Warning, surveillance, fire","NAFFCO was founded in Dubai, UAE to become the world's leading producer and supplier of life safety solutions. By recognizing the importance and convenience of having easy access to multiple safety se...",https://www.findsaudi.com/en/CatView/566/4519/NAFFCO.aspx
Alsaif For Safety,966-11-2620912,Riaydh,"Automation, control","Warning, surveillance, fire","Alsaif for Safety and Defense Relay for Security and Peace Services
Fire alarm (Zeta Gent Simplex Vesda Lifeco))
Fire Extinguishers Fire Extinguishers Gas Fire Extinguishers
English fire pumps
Cal...",https://www.findsaudi.com/en/CatView/566/4964/Alsaif_For_Safety.aspx
SANA WORLD TRADING COMPANY,966-12-6581489,Jadda,"Automation, control","Warning, surveillance, fire","GEOVISION Taiwanese and XONTEL IP telephone, selling and executing projects, and maintenance contracts approved by official authorities in the Kingdom",https://www.findsaudi.com/en/CatView/566/5016/SANA_WORLD_TRADING_COMPANY.aspx
ZONE United,966-5-02525942,Jadda,"Automation, control","Warning, surveillance, fire","ZONE United is pleased to provide sophisticated and distinctive services to its valued customers
All kinds of surveillance cameras moving and fixed night and day EPE system and HD System
Time & Atte...",https://www.findsaudi.com/en/CatView/566/3586/ZONE_United.aspx
axis telcom,966-13-920002712,Al Khobar,"Automation, control","Warning, surveillance, fire",AxisTelcom has a professional technical team experienced in field of telecommunication and information technology solutions. Our team are ready to find out any solutions required by facilities and ent...,https://www.findsaudi.com/en/CatView/566/4851/axis_telcom.aspx
MAK  United,966-11-286664,Riaydh,"Automation, control","Warning, surveillance, fire",mak electro  - mechaical  works,https://www.findsaudi.com/en/CatView/566/4430/MAK_United.aspx
systems home,966-13-8020853,Dammam,"Automation, control","Warning, surveillance, fire","#cctv
#security_systems
#intercom
#smart_home",https://www.findsaudi.com/en/CatView/566/4437/systems_home.aspx
ALARABIA SAFETY CO,966-12-6630977,Jadda,"Automation, control","Warning, surveillance, fire",Al Arabia Safety Company to providing the highest level of safety & fire fighting service,https://www.findsaudi.com/en/CatView/566/4346/ALARABIA_SAFETY_CO.aspx
Al-Janoubi Private Civil Guard Company,966-966-14069781,Riaydh,"Automation, control","Warning, surveillance, fire",The company was established by Ministerial Decision No. (6 / ح / د) o 29 \ 9 \ 1415H issued by the Ministry of Interior for the second category. Represented in the Public Security with a permit No. (6...,https://www.findsaudi.com/en/CatView/566/4333/Al_Janoubi_Private_Civil_Guard_Company.aspx
wesam Al Nobala Security Services & Services Estwww,966-966-112486645,Riaydh,"Automation, control","Warning, surveillance, fire","Wissam Al Nabala Security Systems & Security Establishment (403) provides the best services in the field of security and safety of public and private establishments and sectors, which represent an imp...",https://www.findsaudi.com/en/CatView/566/4185/wesam_Al_Nobala_Security_Services_Services_Estwww.aspx
Amazing Technology Co,966-11-4533128,Riaydh,"Automation, control","Warning, surveillance, fire",CCTV and all security systems,https://www.findsaudi.com/en/CatView/566/4161/Amazing_Technology_Co.aspx
control tower,966-16-3802014,Al Qassim,"Automation, control","Warning, surveillance, fire",Control Tower Corporation is the authorized agent for international companies and factories with good reputation in the field of integrated security systems and communications. Our branches are locate...,https://www.findsaudi.com/en/CatView/566/4151/control_tower.aspx
mohamad moawad,966-568-247133,Riyadh Governorates,"Automation, control","Warning, surveillance, fire",Watan Safety Systems for Surveillance Systems. Specialized in installing & programming all types of wireless & wired surveillance cameras & connecting them to mobile phones.,https://www.findsaudi.com/en/CatView/566/4068/mohamad_moawad.aspx
altanseq fire fighting and safety systems,966-12-6640407,Jadda,"Automation, control","Warning, surveillance, fire","Sale, supply & installation of safety systems, installation of early warning systems, filling & maintenance of fire extinguishers",https://www.findsaudi.com/en/CatView/566/4020/altanseq_fire_fighting_and_safety_systems.aspx
Mutahakm,966-14-4224838,Tabuk,"Automation, control","Warning, surveillance, fire","Mutahakm, the leader in advanced security & surveillance solutions, takes it roots from King Fahad Road, Tabuk, Saudi Arabia. The company has a unique vision and commitment to make Security and Survei...",https://www.findsaudi.com/en/CatView/566/3700/Mutahakm.aspx
IOC,966-55-5208909,Riaydh,"Automation, control","Warning, surveillance, fire","Contracting and Supplying networks
Locations link
PABX 
Security cameras and alarm systems .. 
Attendance and leave systems
Gates individuals and cars",https://www.findsaudi.com/en/CatView/566/3702/IOC.aspx
Zona United Company,966-5-35148769,Jadda,"Automation, control","Warning, surveillance, fire",Curtain airbags - fire protection systems and thefts - Security Cameras,https://www.findsaudi.com/en/CatView/566/3609/Zona_United_Company.aspx
tara future,966-16-3275566,Al Qassim,"Automation, control","Warning, surveillance, fire","Progress Tara Foundation for the Future (authorized dealer) for Chinese products winpossee
Cameras with high quality and accuracy of internal and external cameras, both wired and wireless suitable fo...",https://www.findsaudi.com/en/CatView/566/3588/tara_future.aspx
Mannar Foundation,966-16-3833385,Al Qassim,"Automation, control","Warning, surveillance, fire","Specialize in the installation of surveillance cameras of all kinds, we have a staff of engineers and technicians highly experienced in the design and installation of surveillance systems.",https://www.findsaudi.com/en/CatView/566/3593/Mannar_Foundation.aspx
"AL MADINAH BUILDING Tech,EST",966-14-8282700,Medina,"Automation, control","Warning, surveillance, fire",Technology Foundation MBT city building a specialized security regulations and cameras in Medina institutions,https://www.findsaudi.com/en/CatView/566/3576/AL_MADINAH_BUILDING_Tech_EST.aspx
Security Eye for Security Systems,966-11-4657504,Riaydh,"Automation, control","Warning, surveillance, fire","Security Systems
Security Camera
Access Control
Attendance systems
Allarm Systems",https://www.findsaudi.com/en/CatView/566/3324/Security_Eye_for_Security_Systems.aspx
Al-Khalejiah Weqaiah for safty &fire fighting,966-13-8430301,Dammam,"Automation, control","Warning, surveillance, fire","Enterprise engaged in the   fire alarm system, theft and fire fighting",https://www.findsaudi.com/en/CatView/566/3240/Al_Khalejiah_Weqaiah_for_safty_fire_fighting.aspx
salamah kharj safety devices est,966-11-556665962,Riaydh,"Automation, control","Warning, surveillance, fire",Output safety Foundation for Security & Safety Systems Automated sprinkler systems and early warning and the issuance of all civil defense transactions,https://www.findsaudi.com/en/CatView/566/3130/salamah_kharj_safety_devices_est.aspx
ALFAJER TECHNOLOGY,966-11-2693666,Riaydh,"Automation, control","Warning, surveillance, fire","Company specializing in the supply, installation and maintenance of security and desktop systems, cameras and electronic locks and fire systems",https://www.findsaudi.com/en/CatView/566/3088/ALFAJER_TECHNOLOGY.aspx
Monitoring Trade Tower Foundation,966-56-9411888,Al Qassim,"Automation, control","Warning, surveillance, fire","We are pleased observation tower institution authorized agent for global companies and factories with a good reputation in the field of integrated security systems and communications.
Surprise price...",https://www.findsaudi.com/en/CatView/566/3033/Monitoring_Trade_Tower_Foundation.aspx
Binhindi Information technology,966-13-8822922,Al Khobar,"Automation, control","Warning, surveillance, fire",CCTV- Access Control System - WebSite Design- Internet Servises,https://www.findsaudi.com/en/CatView/566/2968/Binhindi_Information_technology.aspx
HUNDRED MILES FOR SECURITY SYSTEMS,966-55-8947945,Riaydh,"Automation, control","Warning, surveillance, fire","100 MILES FOR SECURITY SYSTEM 
SECURITY CAMERAS - NETWORK - ALRAM",https://www.findsaudi.com/en/CatView/566/2632/HUNDRED_MILES_FOR_SECURITY_SYSTEMS.aspx
WATAN  SAFETY EQUIPMENT AND FIRE,966-11-2143214,Riaydh,"Automation, control","Warning, surveillance, fire",".Safety Supply , installation and maintenance of equipment",https://www.findsaudi.com/en/CatView/566/2676/WATAN_SAFETY_EQUIPMENT_AND_FIRE.aspx
MAROUF CORNER for Security & Control Systems,966-5-62696914,Riaydh,"Automation, control","Warning, surveillance, fire","The latest control devices in and out
Opening and closing doors and known as ACCESS CONTROL SYSTEM.
Systems suitable for all Buildings:
Companies, factories, stores, hospitals, educational institut...",https://www.findsaudi.com/en/CatView/566/2643/MAROUF_CORNER_for_Security_Control_Systems.aspx
Saudi Establishment for Safety Equipment (SESE),966-11-4761507,Riaydh,"Automation, control","Warning, surveillance, fire",Saudi Establishment for Safety Equipment was established in 1975 to serve Saudi Arabia's growing need for fire safety products and services. The business was focused on the supply of a range of fire f...,https://www.findsaudi.com/en/CatView/566/2436/Saudi_Establishment_for_Safety_Equipment_SESE_.aspx
